"","X.x","one","participant","three","_","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","gender","X.y","count","count_per_mil","log_freq","duration","length"
"135",12137,"arm","01523","00719459576","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.026,2.446,"bujías",7,"bujías",7.21153900327066,"m",14165,31,0.7451923077,1.505149978,0.42,6
"136",12203,"arm","01523","00732921942","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,2.336,2.786,"cuatro",9,"cuatro",10.9011637809924,"m",24520,10355,248.9182692,4.015192042,0.45,6
"137",12236,"arm","01523","00743864090","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,1.086,1.346,"rojas",5,"rojas",10.170989816407,"m",81091,504,12.11538462,2.703291378,0.26,5
"138",12268,"arm","01523","00743864090","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.266,2.726,"México",11,"méxico",10.170989816407,"m",59870,1669,40.12019231,3.222716471,0.46,6
"139",12437,"arm","01523","00787726215","TextGrid",1,"ORT-MAU","IntervalTier",0,2.986667,1.296,1.636,"mismo",5,"mismo",6.36160643285642,"m",60423,31065,746.7548077,4.492285338,0.34,5
"140",12700,"arm","01523","00876671972","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,1.636,1.826,"cerca",6,"cerca",10.1768081643906,"m",17112,10664,256.3461538,4.02796086,0.19,5
"141",12731,"arm","01523","00918467789","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,0.946,1.226,"gusta",3,"gusta",9.5385183083683,"m",46817,24964,600.0961538,4.39733157,0.28,5
"142",12768,"arm","01523","00918467789","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,2.336,2.716,"alemán",9,"alemán",9.5385183083683,"m",4611,808,19.42307692,2.907948522,0.38,6
"143",12826,"arm","01523","00931089251","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,2.421,2.726,"salir",10,"salir",9.1796875,"m",81981,17219,413.9182692,4.236033147,0.305,5
"144",12940,"arm","01523","00957798349","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.116,1.456,"dicen",4,"dicen",8.056640625,"m",31081,8786,211.2019231,3.943840626,0.34,5
"145",12993,"arm","01523","00973435772","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.076,1.426,"aprender",3,"aprender",10.817308504906,"m",7762,2708,65.09615385,3.432809005,0.35,8
"146",13006,"arm","01523","00973435772","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.456,1.676,"hacer",5,"hacer",10.817308504906,"m",47083,76037,1827.8125,4.881030685,0.22,5
"147",13033,"arm","01523","00973435772","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.656,2.816,"esos",9,"esos",10.817308504906,"m",38938,16591,398.8221154,4.219898739,0.16,4
"148",13218,"arm","01523","00981602452","TextGrid",1,"ORT-MAU","IntervalTier",0,2.645333,1.161,1.376,"está",5,"está",7.5604848236498,"m",39521,263506,6334.278846,5.420792157,0.215,4
"149",13433,"arm","01523","01017307027","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.576,1.996,"murales",4,"murales",9.055396923349,"m",61822,22,0.5288461538,1.361727836,0.42,7
"150",13446,"arm","01523","01017307027","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,2.146,2.306,"todo",6,"todo",9.055396923349,"m",89015,120738,2902.355769,5.081847575,0.16,4
"151",13506,"arm","01523","01021549865","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,2.316,2.796,"interior",8,"interior",12.2514204545455,"m",52537,2617,62.90865385,3.417969642,0.48,8
"152",13584,"arm","01523","01066588171","TextGrid",1,"ORT-MAU","IntervalTier",0,6.485333,0.856,1.116,"idioma",3,"idioma",10.4851979073395,"m",48819,585,14.0625,2.767897616,0.26,6
"153",13592,"arm","01523","01066588171","TextGrid",1,"ORT-MAU","IntervalTier",0,6.485333,1.116,1.696,"Japonés",4,"japonés",10.4851979073395,"m",53909,452,10.86538462,2.656098202,0.58,7
"154",13798,"arm","01523","01111175830","TextGrid",1,"ORT-MAU","IntervalTier",0,2.645333,1.366,1.706,"soda",6,"soda",6.42641210010233,"m",84742,334,8.028846154,2.525044807,0.34,4
"155",13867,"arm","01523","01184375989","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,2.636,3.086,"tránsito",10,"tránsito",15.234375,"m",90228,452,10.86538462,2.656098202,0.45,8
"156",14031,"arm","01523","01196437933","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.306,1.886,"código",4,"código",12.6378676470588,"m",18688,2644,63.55769231,3.422425676,0.58,6
"157",14099,"arm","01523","01208680615","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,0.746,1.146,"Mañana",2,"mañana",6.33446012821581,"m",58130,26537,637.9086538,4.42386819,0.4,6
"158",14274,"arm","01523","01271897808","TextGrid",1,"ORT-MAU","IntervalTier",0,2.901333,0.996,1.306,"ayudar",4,"ayudar",9.65073640288791,"m",11736,6932,166.6346154,3.8409212,0.31,6
"159",14317,"arm","01523","01282980270","TextGrid",1,"ORT-MAU","IntervalTier",0,2.56,0.856,1.166,"entiendo",4,"entiendo",7.03125,"m",36930,13794,331.5865385,4.139721705,0.31,8
"160",14327,"arm","01523","01282980270","TextGrid",1,"ORT-MAU","IntervalTier",0,2.56,1.166,1.466,"nada",5,"nada",7.03125,"m",61990,87221,2096.658654,4.940626041,0.3,4
"161",14563,"arm","01523","01311544344","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,0.766,1.176,"Conoces",2,"conoces",9.37499926757818,"m",21443,6776,162.8846154,3.831037486,0.41,7
"162",14629,"arm","01523","01312059144","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,0.956,1.246,"color",3,"color",8.86824417950213,"m",19173,2763,66.41826923,3.441538039,0.29,5
"163",14689,"arm","01523","01394103026","TextGrid",1,"ORT-MAU","IntervalTier",0,2.730667,1.246,1.486,"hadas",5,"hadas",9.88769410550609,"m",47156,476,11.44230769,2.678518379,0.24,5
"164",14905,"arm","01523","01453090540","TextGrid",1,"ORT-MAU","IntervalTier",0,2.645333,0.896,1.166,"Estoy",2,"estoy",6.42641210010233,"m",40057,108899,2617.764423,5.03702788,0.27,5
"165",14917,"arm","01523","01453090540","TextGrid",1,"ORT-MAU","IntervalTier",0,2.645333,1.386,1.946,"cansado",4,"cansado",6.42641210010233,"m",15558,2144,51.53846154,3.331427297,0.56,7
"166",14997,"arm","01523","01492660561","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,0.636,0.996,"fútbol",3,"fútbol",13.7195108880039,"m",45062,2247,54.01442308,3.351796307,0.36,6
"167",15093,"arm","01523","01500224580","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.946,2.336,"niveles",7,"niveles",11.7187509342116,"m",62687,704,16.92307692,2.848189117,0.39,7
"168",15152,"arm","01523","01516108837","TextGrid",1,"ORT-MAU","IntervalTier",0,3.328,1.586,1.836,"banda",6,"banda",10.2163461538462,"m",12208,2489,59.83173077,3.396199347,0.25,5
"169",15238,"arm","01523","01571265690","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.626,1.766,"tiene",4,"tiene",8.44840193026907,"m",88587,79362,1907.740385,4.899618076,0.14,5
"170",15253,"arm","01523","01571265690","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,2.056,2.646,"amarillo",7,"amarillo",8.44840193026907,"m",5503,701,16.85096154,2.846337112,0.59,8
"171",15275,"arm","01523","01577933063","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.046,1.276,"poder",3,"poder",10.7996323529412,"m",69363,11890,285.8173077,4.075218379,0.23,5
"172",15297,"arm","01523","01577933063","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.856,2.276,"internet",6,"internet",10.7996323529412,"m",52594,1709,41.08173077,3.23299611,0.42,8
"173",15312,"arm","01523","01577933063","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,2.456,2.636,"medio",8,"medio",10.7996323529412,"m",59074,8260,198.5576923,3.917032622,0.18,5
"174",15343,"arm","01523","01589226474","TextGrid",1,"ORT-MAU","IntervalTier",0,3.072,0.966,1.256,"calle",3,"calle",7.48697916666667,"m",15022,6462,155.3365385,3.810434156,0.29,5
"175",15420,"arm","01523","01614100535","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,0.876,1.246,"ayudas",3,"ayudas",8.28887116150237,"m",11766,15,0.3605769231,1.204119983,0.37,6
"176",15558,"arm","01523","01708642746","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,0.866,1.136,"color",3,"color",8.57469430500245,"m",19173,2763,66.41826923,3.441538039,0.27,5
"177",15573,"arm","01523","01708642746","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,1.346,1.856,"favorito",6,"favorito",8.57469430500245,"m",42815,1441,34.63942308,3.15896526,0.51,8
"178",15591,"arm","01523","01708642746","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,1.976,2.356,"chicas",9,"chicas",8.57469430500245,"m",17538,8862,213.0288462,3.947580749,0.38,6
"179",15775,"arm","01523","01772325938","TextGrid",1,"ORT-MAU","IntervalTier",0,3.328,1.926,2.146,"quedar",8,"quedar",11.71875,"m",73441,2719,65.36057692,3.434568904,0.22,6
"180",15956,"arm","01523","01807906883","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,0.786,1.076,"ventas",3,"ventas",11.2847222222222,"m",92560,614,14.75961538,2.788875116,0.29,6
"181",16012,"arm","01523","01807906883","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.806,3.006,"tres",11,"tres",11.2847222222222,"m",90741,24142,580.3365385,4.382791234,0.2,4
"182",16034,"arm","01523","01845045037","TextGrid",1,"ORT-MAU","IntervalTier",0,2.645333,1.016,1.376,"caballo",3,"caballo",7.93850906483229,"m",14450,2586,62.16346154,3.412796429,0.36,7
"183",16067,"arm","01523","01867495428","TextGrid",1,"ORT-MAU","IntervalTier",0,2.389333,0.746,1.006,"gustan",3,"gustan",8.78906372615286,"m",46826,5010,120.4326923,3.699924403,0.26,6
"184",16724,"arm","01523","02119659242","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,1.376,1.576,"hacer",5,"hacer",7.40131502864771,"m",47083,76037,1827.8125,4.881030685,0.2,5
"185",16734,"arm","01523","02119659242","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,1.696,2.156,"deberes",7,"deberes",7.40131502864771,"m",25464,424,10.19230769,2.62838893,0.46,7
"186",16883,"arm","01523","02134633767","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,2.366,2.716,"historia",8,"historia",10.5698529411765,"m",48000,13098,314.8557692,4.117238142,0.35,8
"187",16908,"arm","01523","02144142804","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.066,1.366,"Viste",2,"viste",7.97872274113009,"m",93484,6885,165.5048077,3.837967018,0.3,5
"188",16915,"arm","01523","02144142804","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.366,1.686,"alguna",3,"alguna",7.97872274113009,"m",4748,18825,452.5240385,4.274758054,0.32,6
"189",17185,"arm","02484","00039073973","TextGrid",1,"ORT-MAU","IntervalTier",0,5.973333,1.456,1.806,"incitar",5,"incitar",10.0446434176698,"m",50071,38,0.9134615385,1.591064607,0.35,7
"190",17281,"arm","02484","00055803626","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.846,2.046,"tiene",4,"tiene",6.98617840941845,"m",88587,79362,1907.740385,4.899618076,0.2,5
"191",17296,"arm","02484","00055803626","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.496,3.096,"amarillo",7,"amarillo",6.98617840941845,"m",5503,701,16.85096154,2.846337112,0.6,8
"192",17320,"arm","02484","00056801390","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,1.176,1.496,"parque",4,"parque",12.360873949105,"m",65954,1999,48.05288462,3.301029996,0.32,6
"193",17372,"arm","02484","00056801390","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,3.296,3.576,"puedo",14,"puedo",12.360873949105,"m",73055,84201,2024.0625,4.925322407,0.28,5
"194",17379,"arm","02484","00056801390","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,3.576,3.856,"quedar",15,"quedar",12.360873949105,"m",73441,2719,65.36057692,3.434568904,0.28,6
"195",17440,"arm","02484","00057363932","TextGrid",1,"ORT-MAU","IntervalTier",0,5.376,0.686,0.926,"Quiero",2,"quiero",13.2068452380952,"m",73716,82097,1973.485577,4.914332577,0.24,6
"196",17498,"arm","02484","00057363932","TextGrid",1,"ORT-MAU","IntervalTier",0,5.376,2.896,3.166,"pueda",11,"pueda",13.2068452380952,"m",73049,10179,244.6875,4.007747778,0.27,5
"197",17815,"arm","02484","00126439102","TextGrid",1,"ORT-MAU","IntervalTier",0,7.509333,1.556,1.726,"esta",5,"esta",11.0529124224482,"m",39520,91528,2200.192308,4.961558718,0.17,4
"198",17881,"arm","02484","00126439102","TextGrid",1,"ORT-MAU","IntervalTier",0,7.509333,4.476,4.726,"nada",16,"nada",11.0529124224482,"m",61990,87221,2096.658654,4.940626041,0.25,4
"199",17994,"arm","02484","00131322270","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,4.596,4.846,"cuando",15,"cuando",9.79238066097927,"m",24471,90151,2167.091346,4.954975366,0.25,6
"200",18209,"arm","02484","00182545851","TextGrid",1,"ORT-MAU","IntervalTier",0,6.741333,1.296,1.706,"saber",4,"saber",9.64200997043166,"m",81519,20853,501.2740385,4.319189369,0.41,5
"201",18220,"arm","02484","00182545851","TextGrid",1,"ORT-MAU","IntervalTier",0,6.741333,1.886,2.276,"sistema",6,"sistema",9.64200997043166,"m",84303,5572,133.9423077,3.746089043,0.39,7
"202",18355,"arm","02484","00234268460","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,3.716,4.046,"tarde",13,"tarde",7.38441820336142,"m",87593,18456,443.6538462,4.266161112,0.33,5
"203",18411,"arm","02484","00235213418","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,2.446,3.116,"negocios",9,"negocios",10.340074004599,"m",62409,3819,91.80288462,3.582063363,0.67,8
"204",18529,"arm","02484","00252163702","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,2.836,3.276,"Plaza",11,"plaza",8.84885274624145,"m",69251,633,15.21634615,2.802089258,0.44,5
"205",18589,"arm","02484","00282312308","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,1.546,1.806,"llovió",4,"llovió",7.67780224123129,"m",56657,49,1.177884615,1.698970004,0.26,6
"206",18617,"arm","02484","00282312308","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.996,3.286,"tarde",10,"tarde",7.67780224123129,"m",87593,18456,443.6538462,4.266161112,0.29,5
"207",18689,"arm","02484","00290912516","TextGrid",1,"ORT-MAU","IntervalTier",0,6.314667,2.526,2.976,"viable",9,"viable",10.1351346001301,"m",92876,119,2.860576923,2.079181246,0.45,6
"208",18721,"arm","02484","00290912516","TextGrid",1,"ORT-MAU","IntervalTier",0,6.314667,3.826,4.256,"rápido",15,"rápido",10.1351346001301,"m",74165,12506,300.625,4.09715315,0.43,6
"209",18729,"arm","02484","00290912516","TextGrid",1,"ORT-MAU","IntervalTier",0,6.314667,4.256,4.796,"posible",16,"posible",10.1351346001301,"m",69936,8524,204.9038462,3.930694388,0.54,7
"210",18759,"arm","02484","00316155288","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,1.486,1.976,"semana",5,"semana",7.87984966863212,"m",83059,14455,347.4759615,4.16004814,0.49,6
"211",19139,"arm","02484","00361154892","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,2.206,2.426,"para",7,"para",7.21153802815276,"m",65603,271407,6524.206731,5.433622645,0.22,4
"212",19195,"arm","02484","00458197605","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,1.576,2.056,"película",6,"película",8.31653173408948,"m",67005,6385,153.4855769,3.805228914,0.48,8
"213",19233,"arm","02484","00458197605","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,3.616,3.806,"ganó",13,"ganó",8.31653173408948,"m",45297,1398,33.60576923,3.145817714,0.19,4
"214",19329,"arm","02484","00477785187","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.376,1.656,"está",4,"está",5.73470697018725,"m",39521,263506,6334.278846,5.420792157,0.28,4
"215",19338,"arm","02484","00477785187","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.766,1.996,"llena",6,"llena",5.73470697018725,"m",56381,2198,52.83653846,3.342225229,0.23,5
"216",19483,"arm","02484","00490751575","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,0.936,1.256,"Habrá",2,"habrá",9.13373109296122,"m",47062,5883,141.4182692,3.769672664,0.32,5
"217",19489,"arm","02484","00490751575","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,1.256,1.576,"alguna",3,"alguna",9.13373109296122,"m",4748,18825,452.5240385,4.274758054,0.32,6
"218",19830,"arm","02484","00535999603","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,3.296,3.666,"nadie",16,"nadie",10.6847420332754,"m",62022,33193,797.9086538,4.52105959,0.37,5
"219",19849,"arm","02484","00535999603","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,4.206,4.716,"desastre",20,"desastre",10.6847420332754,"m",27685,2295,55.16826923,3.360971884,0.51,8
"220",19869,"arm","02484","00537770327","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,0.976,1.226,"dieta",3,"dieta",9.95463709677419,"m",31162,608,14.61538462,2.784617293,0.25,5
"221",19900,"arm","02484","00537770327","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,2.316,2.666,"según",8,"según",9.95463709677419,"m",82954,4065,97.71634615,3.609167374,0.35,5
"222",19911,"arm","02484","00537770327","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,2.776,3.296,"revista",10,"revista",9.95463709677419,"m",80406,1662,39.95192308,3.220892249,0.52,7
"223",19973,"arm","02484","00537770327","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,5.866,6.306,"noches",20,"noches",9.95463709677419,"m",62700,9367,225.1682692,3.971646882,0.44,6
"224",20110,"arm","02484","00596310844","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,2.386,2.916,"autos",8,"autos",7.45738636363636,"m",11357,2154,51.77884615,3.333447274,0.53,5
"225",20154,"arm","02484","00643843323","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,1.366,1.696,"junta",4,"junta",10.0176404978805,"m",54279,1350,32.45192308,3.130655349,0.33,5
"226",20183,"arm","02484","00643843323","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.426,2.736,"firma",9,"firma",10.0176404978805,"m",43508,1317,31.65865385,3.11991541,0.31,5
"227",20400,"arm","02484","00702249405","TextGrid",1,"ORT-MAU","IntervalTier",0,7.338667,5.306,5.636,"lograr",25,"lograr",12.9451302259661,"m",56779,1249,30.02403846,3.096910013,0.33,6
"228",20415,"arm","02484","00702249405","TextGrid",1,"ORT-MAU","IntervalTier",0,7.338667,5.966,6.476,"adelante",27,"adelante",12.9451302259661,"m",2277,11217,269.6394231,4.049915436,0.51,8
"229",20438,"arm","02484","00727145652","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.236,1.666,"Carla",4,"carla",7.89741914889769,"m",16127,521,12.52403846,2.717670503,0.43,5
"230",20559,"arm","02484","00734565873","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,2.296,2.826,"internet",6,"internet",10.340074004599,"m",52594,1709,41.08173077,3.23299611,0.53,8
"231",20659,"arm","02484","00735542838","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,1.616,1.936,"gatos",6,"gatos",8.71394230769231,"m",45490,725,17.42788462,2.860936621,0.32,5
"232",20665,"arm","02484","00735542838","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,1.936,2.206,"porque",7,"porque",8.71394230769231,"m",69756,70048,1683.846154,4.84540194,0.27,6
"233",20677,"arm","02484","00735542838","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,2.396,3.076,"alérgico",9,"alérgico",8.71394230769231,"m",4649,243,5.841346154,2.387389826,0.68,8
"234",20697,"arm","02484","00735542838","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,3.366,3.866,"perros",13,"perros",8.71394230769231,"m",67931,2528,60.76923077,3.402948829,0.5,6
"235",21057,"arm","02484","00813200075","TextGrid",1,"ORT-MAU","IntervalTier",0,7.509333,1.286,1.776,"temblor",4,"temblor",9.18856574878222,"m",87948,95,2.283653846,1.982271233,0.49,7
"236",21069,"arm","02484","00813200075","TextGrid",1,"ORT-MAU","IntervalTier",0,7.509333,1.886,2.406,"recuerde",6,"recuerde",9.18856574878222,"m",76072,732,17.59615385,2.865103975,0.52,8
"237",21132,"arm","02484","00813200075","TextGrid",1,"ORT-MAU","IntervalTier",0,7.509333,5.336,5.856,"empujar",16,"empujar",9.18856574878222,"m",34858,206,4.951923077,2.315970345,0.52,7
"238",21404,"arm","02484","00854790812","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,4.116,4.526,"adecuado",15,"adecuado",14.3423515824599,"m",2244,705,16.94711538,2.848804701,0.41,8
"239",21414,"arm","02484","00854790812","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,4.526,4.696,"para",16,"para",14.3423515824599,"m",65603,271407,6524.206731,5.433622645,0.17,4
"240",21472,"arm","02484","00869257680","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,2.706,3.056,"esperan",9,"esperan",7.8125,"m",39191,1071,25.74519231,3.030194785,0.35,7
"241",21580,"arm","02484","00892441720","TextGrid",1,"ORT-MAU","IntervalTier",0,6.485333,1.306,1.516,"algo",3,"algo",9.25164521235841,"m",4739,112620,2707.211538,5.051619379,0.21,4
"242",21830,"arm","02484","00970556179","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,4.576,4.886,"botas",16,"botas",10.6670673076923,"m",13755,849,20.40865385,2.929418926,0.31,5
"243",21842,"arm","02484","00970556179","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,5.116,5.606,"caminar",18,"caminar",10.6670673076923,"m",15280,2584,62.11538462,3.412460547,0.49,7
"244",21992,"arm","02484","01048180735","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,1.606,1.966,"algunos",6,"algunos",9.46514494179274,"m",4751,9535,229.2067308,3.979366242,0.36,7
"245",22014,"arm","02484","01048180735","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.326,2.716,"razas",9,"razas",9.46514494179274,"m",74482,117,2.8125,2.071882007,0.39,5
"246",22204,"arm","02484","01097035645","TextGrid",1,"ORT-MAU","IntervalTier",0,8.704,2.246,2.456,"sobre",10,"sobre",11.3740808823529,"m",84415,46931,1128.149038,4.671469062,0.21,5
"247",22313,"arm","02484","01120149281","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,1.166,1.506,"Tengo",2,"tengo",9.765625,"m",88139,97271,2338.245192,4.987987845,0.34,5
"248",22418,"arm","02484","01127048841","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,0.836,1.126,"Cómo",2,"cómo",7.09292690245406,"m",19583,96683,2324.110577,4.98535461,0.29,4
